TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
1,Participate in a group fitness class , Read classic novels in a cozy coffee shop on a quiet afternoon,0.01,0.01,4.4,0.0
2,Host a potluck dinner party with my family and neighbors ,Practice yoga on a mountaintop at sunrise,0.02,0.01,8.8,0.0
3,Take a weekend road trip to explore a new city with my partner and friends,Meditate,0.03,0.01,3.3,0.0
4,Go on holidays,Practice improv comedy with a group of friends at a local theater,0.04,0.01,1.1,1.0
5,Participate in a group fitness class ,Write poetry in a journal,0.05,0.01,1.1,0.0
6,Practice improv comedy with a group of friends at a local theater,Meditate,0.01,0.02,3.3,0.0
7,Watch documentaries,Take a weekend road trip to explore a new city with my partner and friends,0.02,0.02,1.1,1.0
8,Volunteer at a local animal shelter with a group of likeminded friends,Write poetry in a journal,0.03,0.02,1.1,0.0
9,Learn a new language through an app on a daily commute,Host a potluck dinner party with my family and neighbors ,0.04,0.02,4.4,1.0
10,Go on a hike with my partner and our dog ,Learn a new language through an app on a daily commute,0.05,0.02,1.1,0.0
11,Take a long walk in the woods on a crisp autumn morning,Volunteer at a local animal shelter with a group of likeminded friends,0.01,0.03,3.3,1.0
12,Try out a new recipe with my siblings ,Practice yoga on a mountaintop at sunrise,0.02,0.03,4.4,0.0
13,Try out a new recipe with my siblings ,Play chess online,0.03,0.03,1.1,0.0
14,Attend a music festival with a group of classmates ,Watch documentaries,0.04,0.03,3.3,0.0
15,Meditate,Share a homemade dinner with friends and family on a warm summer evening,0.05,0.03,4.4,1.0
16,Meditate,Play board games with friends,0.01,0.04,1.1,1.0
17,Practice yoga on a mountaintop at sunrise,Take a weekend road trip to explore a new city with my partner and friends,0.02,0.04,8.8,1.0
18,Play board games with friends, Read classic novels in a cozy coffee shop on a quiet afternoon,0.03,0.04,3.3,0.0
19,Try out a new recipe with my siblings ,Go on holidays,0.04,0.04,3.3,0.0
20,Play chess online,Attend a music festival with a group of classmates ,0.05,0.04,1.1,1.0
21,Volunteer at a local animal shelter with a group of likeminded friends,Go on holidays,0.01,0.05,8.8,0.0
22, Read classic novels in a cozy coffee shop on a quiet afternoon,Practice improv comedy with a group of friends at a local theater,0.02,0.05,4.4,1.0
23,Share a homemade dinner with friends and family on a warm summer evening,Go on holidays,0.03,0.05,1.1,0.0
24,Take a long walk in the woods on a crisp autumn morning,Take a weekend road trip to explore a new city with my partner and friends,0.04,0.05,4.4,1.0
25,Host a potluck dinner party with my family and neighbors ,Take a long walk in the woods on a crisp autumn morning,0.05,0.05,3.3,0.0
26,Play chess online,Volunteer at a local animal shelter with a group of likeminded friends,0.01,0.01,4.4,1.0
27,Share a homemade dinner with friends and family on a warm summer evening,Take a long walk in the woods on a crisp autumn morning,0.02,0.01,3.3,0.0
28,Play chess online,Practice improv comedy with a group of friends at a local theater,0.03,0.01,3.3,1.0
29,Play board games with friends,Create digital art on a tablet in a quiet studio space,0.04,0.01,4.4,0.0
30,Participate in a group fitness class ,Take a long walk in the woods on a crisp autumn morning,0.05,0.01,8.8,0.0
31,Go on a hike with my partner and our dog ,Write poetry in a journal,0.01,0.02,8.8,0.0
