TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
1,Host a bbq with my family in the backyard on a warm evening,Read a novel in bed on a chilly day under a cozy blanket,0.01,0.01,4.4,0.0
2,Play video games in my room with the window open for fresh air,Get bubble tea and walking around the mall with my best friend on a sunday,0.02,0.01,8.8,1.0
3,Sketch random doodles in my notebook at a quiet caf,Playing basketball with my cousins at the park on a sunny afternoon,0.03,0.01,3.3,1.0
4,Listen to music while journaling in my room with dim lighting,Attend a live concert with my friends in the city,0.04,0.01,1.1,1.0
5,Read a novel in bed on a chilly day under a cozy blanket,Go to the movies with my siblings on a rainy weekend,0.05,0.01,1.1,1.0
6,Read a novel in bed on a chilly day under a cozy blanket,Get bubble tea and walking around the mall with my best friend on a sunday,0.01,0.02,3.3,1.0
7,Go to the beach with my family on a hot summer day,Take a long walk in the park with my headphones on,0.02,0.02,1.1,0.0
8,Organize my closet while playing a chill playlist,Host a bbq with my family in the backyard on a warm evening,0.03,0.02,1.1,1.0
9,Attend a live concert with my friends in the city,Sketch random doodles in my notebook at a quiet caf,0.04,0.02,4.4,0.0
10,Rearrange my room furniture after getting new decor,Have a game night with my close friends at someones house on a saturday,0.05,0.02,1.1,1.0
11,Rearrange my room furniture after getting new decor,Go to the movies with my siblings on a rainy weekend,0.01,0.03,3.3,1.0
12,Go for a hike with my best friend in the mountains during fall,Play video games in my room with the window open for fresh air,0.02,0.03,4.4,0.0
13,Daydream while watching clouds from my balcony on a breezy evening,Host a bbq with my family in the backyard on a warm evening,0.03,0.03,1.1,1.0
14,Go to the beach with my family on a hot summer day,Listen to music while journaling in my room with dim lighting,0.04,0.03,3.3,0.0
15,Sketch random doodles in my notebook at a quiet caf,Host a bbq with my family in the backyard on a warm evening,0.05,0.03,4.4,1.0
16,Have a game night with my close friends at someones house on a saturday,Play video games in my room with the window open for fresh air,0.01,0.04,1.1,0.0
17,Go for a hike with my best friend in the mountains during fall,Watch random youtube documentaries late at night in bed,0.02,0.04,8.8,0.0
18,Listen to music while journaling in my room with dim lighting,Grab pizza with my friends on a friday night after school,0.03,0.04,3.3,1.0
19,Take a long walk in the park with my headphones on,Host a bbq with my family in the backyard on a warm evening,0.04,0.04,3.3,1.0
20,Go to the movies with my siblings on a rainy weekend,Sketch random doodles in my notebook at a quiet caf,0.05,0.04,1.1,0.0
21,Take a long walk in the park with my headphones on,Attend a live concert with my friends in the city,0.01,0.05,8.8,1.0
22,Bake cookies in the kitchen on a sunday afternoon,Grab pizza with my friends on a friday night after school,0.02,0.05,4.4,1.0
23,Play video games in my room with the window open for fresh air,Playing basketball with my cousins at the park on a sunny afternoon,0.03,0.05,1.1,1.0
24,Have a game night with my close friends at someones house on a saturday,Watch random youtube documentaries late at night in bed,0.04,0.05,4.4,0.0
25,Study for finals with my classmates at the library late at night,Daydream while watching clouds from my balcony on a breezy evening,0.05,0.05,3.3,0.0
26,Go to the beach with my family on a hot summer day,Watch random youtube documentaries late at night in bed,0.01,0.01,4.4,0.0
27,Attend a live concert with my friends in the city,Play video games in my room with the window open for fresh air,0.02,0.01,3.3,0.0
28,Watch random youtube documentaries late at night in bed,Go to the movies with my siblings on a rainy weekend,0.03,0.01,3.3,1.0
29,Get bubble tea and walking around the mall with my best friend on a sunday,Daydream while watching clouds from my balcony on a breezy evening,0.04,0.01,4.4,0.0
30,Go to the beach with my family on a hot summer day,Daydream while watching clouds from my balcony on a breezy evening,0.05,0.01,8.8,0.0
31,Get bubble tea and walking around the mall with my best friend on a sunday,Sketch random doodles in my notebook at a quiet caf,0.01,0.02,8.8,0.0
32,Go to the movies with my siblings on a rainy weekend,Bake cookies in the kitchen on a sunday afternoon,0.02,0.02,1.1,0.0
33,Have a game night with my close friends at someones house on a saturday,Daydream while watching clouds from my balcony on a breezy evening,0.03,0.02,4.4,0.0
34,Organize my closet while playing a chill playlist,Go to the movies with my siblings on a rainy weekend,0.04,0.02,3.3,1.0
35,Grab pizza with my friends on a friday night after school,Daydream while watching clouds from my balcony on a breezy evening,0.05,0.02,1.1,0.0
36,Watch random youtube documentaries late at night in bed,Get bubble tea and walking around the mall with my best friend on a sunday,0.01,0.03,3.3,1.0
37,Bake cookies in the kitchen on a sunday afternoon,Go to the beach with my family on a hot summer day,0.02,0.03,1.1,1.0
38,Rearrange my room furniture after getting new decor,Playing basketball with my cousins at the park on a sunny afternoon,0.03,0.03,1.1,1.0
39,Read a novel in bed on a chilly day under a cozy blanket,Study for finals with my classmates at the library late at night,0.04,0.03,3.3,1.0
40,Have a game night with my close friends at someones house on a saturday,Sketch random doodles in my notebook at a quiet caf,0.05,0.03,4.4,0.0
41,Have a game night with my close friends at someones house on a saturday,Organize my closet while playing a chill playlist,0.01,0.04,1.1,0.0
42,Study for finals with my classmates at the library late at night,Take a long walk in the park with my headphones on,0.02,0.04,3.3,0.0
43,Get bubble tea and walking around the mall with my best friend on a sunday,Rearrange my room furniture after getting new decor,0.03,0.04,1.1,0.0
44,Grab pizza with my friends on a friday night after school,Play video games in my room with the window open for fresh air,0.04,0.04,1.1,0.0
45,Rearrange my room furniture after getting new decor,Go to the beach with my family on a hot summer day,0.05,0.04,4.4,1.0
46,Playing basketball with my cousins at the park on a sunny afternoon,Bake cookies in the kitchen on a sunday afternoon,0.01,0.05,8.8,0.0
47,Organize my closet while playing a chill playlist,Attend a live concert with my friends in the city,0.02,0.05,1.1,1.0
48,Study for finals with my classmates at the library late at night,Sketch random doodles in my notebook at a quiet caf,0.03,0.05,4.4,0.0
49,Playing basketball with my cousins at the park on a sunny afternoon,Listen to music while journaling in my room with dim lighting,0.04,0.05,3.3,0.0
50,Bake cookies in the kitchen on a sunday afternoon,Go for a hike with my best friend in the mountains during fall,0.05,0.05,1.1,1.0
51,Listen to music while journaling in my room with dim lighting,Host a bbq with my family in the backyard on a warm evening,0.01,0.01,1.1,1.0
52,Watch random youtube documentaries late at night in bed,Grab pizza with my friends on a friday night after school,0.02,0.01,3.3,1.0
53,Rearrange my room furniture after getting new decor,Go for a hike with my best friend in the mountains during fall,0.03,0.01,1.1,1.0
54,Watch random youtube documentaries late at night in bed,Host a bbq with my family in the backyard on a warm evening,0.04,0.01,4.4,1.0
